,weapon,date,usage,usage percentage
0,RPG,2022-12-21,3.5,
1,Knife,2022-12-21,1.6428571428571428,
2,Chainsaw,2022-12-21,0.0,
3,Makarov,2022-12-21,0.0,
4,RPG,2022-12-22,2.2,
5,Knife,2022-12-22,1.8,
6,Makarov,2022-12-22,0.6,
7,Chainsaw,2022-12-22,0.0,
8,Knife,2022-12-23,3.3350000000000004,
9,RPG,2022-12-23,1.2816666666666667,
10,Chainsaw,2022-12-23,0.2111111111111111,
11,Makarov,2022-12-23,0.1388888888888889,
12,RPG,2022-12-24,2.0,
13,Knife,2022-12-24,1.5,
14,Makarov,2022-12-24,0.5,
15,Chainsaw,2022-12-24,0.0,
16,Knife,2022-12-25,4.152380952380953,51.11520201744888
17,RPG,2022-12-25,0.8,41.4143254048419
18,Chainsaw,2022-12-25,0.2,1.6193426260540353
19,Makarov,2022-12-25,0.04761904761904762,5.851129951655192
20,Knife,2022-12-26,3.923076923076923,55.004760805295
21,RPG,2022-12-26,1.1346153846153846,38.10074562325632
22,Makarov,2022-12-26,0.21153846153846154,5.545041383070324
23,Chainsaw,2022-12-26,0.0,1.3494521883783628
24,Knife,2022-12-27,2.6688679245283016,55.10250588710325
25,RPG,2022-12-27,1.913522012578616,38.36175646597824
26,Makarov,2022-12-27,0.210062893081761,5.379064342594211
27,Chainsaw,2022-12-27,0.0,1.156673304324311
28,Knife,2022-12-28,3.3529411764705883,59.898619734941235
29,RPG,2022-12-28,1.7352941176470589,33.48354081190051
30,Makarov,2022-12-28,0.029411764705882353,5.461166148833948
31,Chainsaw,2022-12-28,0.0,1.156673304324311
32,Knife,2022-12-29,2.7756410256410255,62.71306072873005
33,RPG,2022-12-29,1.9230769230769231,32.47422404171417
34,Chainsaw,2022-12-29,0.019230769230769232,1.2149031179889072
35,Makarov,2022-12-29,0.0,3.597812111566868
36,Knife,2022-12-30,4.32,64.98867102447457
37,RPG,2022-12-30,0.6799999999999999,30.655874605915074
38,Makarov,2022-12-30,0.2,3.747774006495206
39,Chainsaw,2022-12-30,0.0,0.6076803631151456
40,RPG,2022-12-31,3.0,34.22730317734364
41,Knife,2022-12-31,1.0,63.202956738760285
42,Chainsaw,2022-12-31,0.0,0.6076803631151456
43,Makarov,2022-12-31,0.0,1.96205972078092
44,RPG,2023-01-01,3.0,41.2131744489292
45,Knife,2023-01-01,1.5555555555555556,56.5572215215965
46,Makarov,2023-01-01,0.1111111111111111,2.171374215809701
47,Chainsaw,2023-01-01,0.0,0.05822981366459627
48,Knife,2023-01-02,2.05,54.53458765052982
49,RPG,2023-01-02,0.95,42.12865012825203
50,Makarov,2023-01-02,0.3,2.8583643403266614
51,Chainsaw,2023-01-02,0.1,0.47839788089148705
52,Knife,2023-01-04,3.2453900709219856,54.194777359671264
53,RPG,2023-01-04,1.4833333333333334,41.7676073084034
54,Makarov,2023-01-04,0.22872340425531915,3.267620064105607
55,Chainsaw,2023-01-04,0.06382978723404255,0.7699952678197292
56,Knife,2023-01-05,3.8323643410852712,56.27925437621351
57,RPG,2023-01-05,1.5164728682170545,39.67891500231979
58,Makarov,2023-01-05,0.023255813953488372,3.3397701362556798
59,Chainsaw,2023-01-05,0.0,0.7020604852110335
60,Knife,2023-01-06,3.712549603174603,54.126170146357616
61,RPG,2023-01-06,1.4402281746031746,42.035579553866235
62,Chainsaw,2023-01-06,0.08333333333333333,0.9645276768120835
63,Makarov,2023-01-06,0.05555555555555555,2.8737226229640718
64,Knife,2023-01-07,3.688931788931788,61.807635093447566
65,RPG,2023-01-07,1.2975546975546974,33.703072940109614
66,Makarov,2023-01-07,0.12162162162162163,3.2643476229640718
67,Chainsaw,2023-01-07,0.08108108108108109,1.2249443434787501
68,Knife,2023-01-08,4.246282372598162,69.49992273647412
69,RPG,2023-01-08,1.0732664995822891,26.337237717131533
70,Makarov,2023-01-08,0.022556390977443608,2.937895202915593
71,Chainsaw,2023-01-08,0.0,1.2249443434787501
72,Knife,2023-01-09,3.408095238095238,70.31459468904386
73,RPG,2023-01-09,1.6442857142857141,26.921722877315826
