,weapon,date,usage,usage percentage
0,Barrett,2023-03-28,9.545454545454545,
1,Barrett,2023-03-29,10.72239971600994,
2,Barrett,2023-03-30,2.5213188112124283,
3,Barrett,2023-03-31,3.1668508926218184,
4,Barrett,2023-04-01,4.2509494148838405,
5,Barrett,2023-04-02,2.273690979364738,
6,Barrett,2023-04-03,2.036943319838056,
7,Barrett,2023-04-04,0.5573240460458504,
8,Barrett,2023-04-05,8.996414769441087,
9,Barrett,2023-04-06,5.5194805194805205,
10,Barrett,2023-04-07,3.2277866101395523,
11,Barrett,2023-04-08,4.612638564410216,
12,Barrett,2023-04-09,0.7293998439831774,
13,Barrett,2023-04-10,0.847069597069597,4.214837259282526
14,Barrett,2023-04-11,1.5789473684210524,4.039111266558428
15,Barrett,2023-04-12,5.351759748326495,4.121151796668932
16,Barrett,2023-04-13,1.4756944444444446,3.9655366583027853
17,Barrett,2023-04-14,8.176723374091795,4.19949147584662
18,Barrett,2023-04-15,0.0,3.9784656086967978
19,Barrett,2023-04-16,5.716534324781746,4.065369044501045
20,Barrett,2023-04-17,1.6761363636363635,3.951596059697965
21,Barrett,2023-04-18,0.5787037037037037,3.524607924376496
22,Barrett,2023-04-19,0.0,3.014017461709356
23,Barrett,2023-04-20,1.5394327894327893,2.9672609844817543
24,Barrett,2023-04-21,21.112483337253977,3.8218149104166192
25,Barrett,2023-04-22,42.28349876261215,5.632888688879872
26,Barrett,2023-04-23,7.5579872802095025,5.884521846062956
27,Barrett,2023-04-27,18.686868686868685,6.952870266632514
28,Barrett,2023-04-28,0.0,6.773548788291428
29,Barrett,2023-04-30,2.777777777777777,7.021153974037063
30,Barrett,2023-05-01,4.146866704118614,7.215259686216418
31,Barrett,2023-05-04,0.5050505050505051,7.650537573969173
32,Barrett,2023-05-06,0.6333567909922588,7.658192644745577
33,Barrett,2023-05-07,0.7971014492753623,7.3068045822094065
34,Barrett,2023-05-10,0.0,
35,Barrett,2023-05-11,4.960109335109334,
36,Barrett,2023-05-12,2.7370777370777377,
37,Barrett,2023-05-14,0.20833333333333337,
38,Barrett,2023-05-15,5.124650423322991,
39,Barrett,2023-05-16,0.0,
40,Barrett,2023-05-17,0.17857142857142852,2.9111260122498592
41,Barrett,2023-05-18,2.0282186948853616,1.7212224413939072
42,Barrett,2023-05-19,3.666036598728905,1.9830821984459719
43,Barrett,2023-05-20,1.3330093942338836,1.9397440114984996
44,Barrett,2023-05-21,0.8314436885865459,1.8099884055524176
45,Barrett,2023-05-22,0.0,1.5335306252778433
46,Barrett,2023-05-23,0.0,1.437684961197978
47,Barrett,2023-05-24,0.0,1.353115257598097
48,Barrett,2023-05-25,3.7128124702975,1.5418071379067437
49,Barrett,2023-05-27,2.817460317460318,1.6702838159342766
50,Barrett,2023-05-28,0.0,1.623395495388667
51,Barrett,2023-05-29,3.3333333333333344,1.7183920419411485
52,Barrett,2023-06-01,3.9484126984126977,1.759962359896708
53,Barrett,2023-06-09,5.644257703081232,
54,Barrett,2023-06-10,0.0,
55,Barrett,2023-06-11,0.0,
56,Barrett,2023-06-12,2.1190476190476195,
57,Deagles,2023-03-28,1.1363636363636362,
58,Deagles,2023-03-29,12.506656043115356,
59,Deagles,2023-03-30,12.851722679838419,
60,Deagles,2023-03-31,10.28327552281297,
61,Deagles,2023-04-01,1.2924479891693008,
62,Deagles,2023-04-02,9.129396984473503,
63,Deagles,2023-04-03,1.7230576441102752,
64,Deagles,2023-04-04,9.31864835248294,
65,Deagles,2023-04-05,6.6804171061137,
66,Deagles,2023-04-06,2.2126022126022127,
67,Deagles,2023-04-07,4.537844096667627,
68,Deagles,2023-04-08,7.633205595804017,
69,Deagles,2023-04-09,8.0865946360738,
70,Deagles,2023-04-10,9.420474677827617,6.91519336981824
71,Deagles,2023-04-11,3.84990253411306,6.710840647437895
72,Deagles,2023-04-12,4.40039481576295,6.566437782958212
73,Deagles,2023-04-13,6.050697951739618,6.536100145827707
74,Deagles,2023-04-14,12.961469507942793,6.893065110389655
75,Deagles,2023-04-15,16.081699346405227,7.376677438601001
76,Deagles,2023-04-16,21.962932206261492,8.105990176984026
77,Deagles,2023-04-17,14.261446716409953,8.399107155051926
78,Deagles,2023-04-18,8.526234567901236,8.751005770839432
79,Deagles,2023-04-19,6.787918871252205,8.478684953131662
80,Deagles,2023-04-20,19.009544531770466,8.771914565128426
81,Deagles,2023-04-21,11.150638097885802,8.8132175448938
82,Deagles,2023-04-22,9.211507762232399,9.190315629325376
83,Deagles,2023-04-23,19.80524747885859,9.698689462391332
84,Deagles,2023-04-27,5.555555555555555,10.516294941692468
85,Deagles,2023-04-28,11.61155700751974,10.909278992295363
86,Deagles,2023-04-30,4.86111111111111,10.912254867091164
87,Deagles,2023-05-01,4.185310025004682,10.604304005160405
88,Deagles,2023-05-04,15.972222222222221,12.129626333888897
89,Deagles,2023-05-06,16.992740911170348,12.135283361796843
90,Deagles,2023-05-07,14.388892609001301,11.594280533421115
91,Deagles,2023-05-10,25.294117647058826,
92,Deagles,2023-05-11,13.024525599713568,
93,Deagles,2023-05-12,0.11904761904761907,
94,Deagles,2023-05-14,16.508413461538463,
95,Deagles,2023-05-15,13.71354020495093,
96,Deagles,2023-05-16,9.133333333333333,
97,Deagles,2023-05-17,3.31845238095238,11.048487120584292
98,Deagles,2023-05-18,13.135693736183935,11.589925562057747
99,Deagles,2023-05-19,18.761361273194442,12.100625866748796
100,Deagles,2023-05-20,7.669195883481598,11.805197201197648
101,Deagles,2023-05-21,9.868943174265302,12.139052672074598
