,mapName,date,pick_percentage
374,ctf_atlantis,2023-01-25,6.521739130434782
375,ctf_basalt,2023-01-25,4.3478260869565215
376,ctf_campsite,2023-01-25,2.1739130434782608
377,ctf_cobra,2023-01-25,4.3478260869565215
378,ctf_crossfire,2023-01-25,2.1739130434782608
379,ctf_division,2023-01-25,4.3478260869565215
380,ctf_dogbite,2023-01-25,4.3478260869565215
381,ctf_dopamine,2023-01-25,4.3478260869565215
382,ctf_dusk,2023-01-25,2.1739130434782608
383,ctf_guardian,2023-01-25,6.521739130434782
384,ctf_Spark,2023-01-26,7.5
385,ctf_ash,2023-01-26,2.5
386,ctf_atlantis,2023-01-26,7.5
387,ctf_basalt,2023-01-26,2.5
388,ctf_campsite,2023-01-26,2.5
389,ctf_cobra,2023-01-26,2.5
390,ctf_crossfire,2023-01-26,5.0
391,ctf_division,2023-01-26,2.5
392,ctf_dogbite,2023-01-26,5.0
393,ctf_dopamine,2023-01-26,5.0
394,ctf_dusk,2023-01-26,0.0
395,ctf_guardian,2023-01-26,5.0
396,ctf_Spark,2023-01-27,0.0
397,ctf_ash,2023-01-27,0.0
398,ctf_atlantis,2023-01-27,10.526315789473685
399,ctf_basalt,2023-01-27,0.0
400,ctf_campsite,2023-01-27,5.2631578947368425
401,ctf_cobra,2023-01-27,2.6315789473684212
402,ctf_crossfire,2023-01-27,2.6315789473684212
403,ctf_division,2023-01-27,5.2631578947368425
404,ctf_dogbite,2023-01-27,10.526315789473685
405,ctf_dopamine,2023-01-27,7.894736842105263
406,ctf_dusk,2023-01-27,0.0
407,ctf_guardian,2023-01-27,5.2631578947368425
408,ctf_Spark,2023-01-28,2.9411764705882355
409,ctf_ash,2023-01-28,5.882352941176471
410,ctf_atlantis,2023-01-28,2.9411764705882355
411,ctf_basalt,2023-01-28,5.882352941176471
412,ctf_campsite,2023-01-28,2.9411764705882355
413,ctf_cobra,2023-01-28,2.9411764705882355
414,ctf_crossfire,2023-01-28,8.823529411764707
415,ctf_division,2023-01-28,11.764705882352942
416,ctf_dogbite,2023-01-28,2.9411764705882355
417,ctf_dopamine,2023-01-28,0.0
418,ctf_dusk,2023-01-28,0.0
419,ctf_guardian,2023-01-28,11.764705882352942
420,ctf_Spark,2023-01-29,15.0
421,ctf_ash,2023-01-29,0.0
422,ctf_atlantis,2023-01-29,0.0
423,ctf_basalt,2023-01-29,0.0
424,ctf_campsite,2023-01-29,0.0
425,ctf_cobra,2023-01-29,10.0
426,ctf_crossfire,2023-01-29,15.0
427,ctf_division,2023-01-29,10.0
428,ctf_dogbite,2023-01-29,5.0
429,ctf_dopamine,2023-01-29,0.0
430,ctf_dusk,2023-01-29,5.0
431,ctf_guardian,2023-01-29,0.0
432,ctf_Spark,2023-01-30,7.6923076923076925
433,ctf_ash,2023-01-30,0.0
434,ctf_atlantis,2023-01-30,0.0
435,ctf_basalt,2023-01-30,0.0
436,ctf_campsite,2023-01-30,0.0
437,ctf_cobra,2023-01-30,23.076923076923077
438,ctf_crossfire,2023-01-30,7.6923076923076925
439,ctf_division,2023-01-30,0.0
440,ctf_dogbite,2023-01-30,0.0
441,ctf_dopamine,2023-01-30,7.6923076923076925
442,ctf_dusk,2023-01-30,0.0
443,ctf_guardian,2023-01-30,15.384615384615385
444,ctf_Spark,2023-01-31,0.0
445,ctf_ash,2023-01-31,0.0
446,ctf_atlantis,2023-01-31,0.0
447,ctf_basalt,2023-01-31,7.6923076923076925
448,ctf_campsite,2023-01-31,0.0
449,ctf_cobra,2023-01-31,0.0
450,ctf_crossfire,2023-01-31,7.6923076923076925
451,ctf_division,2023-01-31,7.6923076923076925
452,ctf_dogbite,2023-01-31,0.0
453,ctf_dopamine,2023-01-31,0.0
454,ctf_dusk,2023-01-31,0.0
455,ctf_guardian,2023-01-31,7.6923076923076925
456,ctf_Spark,2023-02-01,3.508771929824561
457,ctf_ash,2023-02-01,0.0
458,ctf_atlantis,2023-02-01,5.2631578947368425
459,ctf_basalt,2023-02-01,3.508771929824561
460,ctf_campsite,2023-02-01,1.7543859649122806
461,ctf_cobra,2023-02-01,7.017543859649122
462,ctf_crossfire,2023-02-01,3.508771929824561
463,ctf_division,2023-02-01,1.7543859649122806
464,ctf_dogbite,2023-02-01,3.508771929824561
465,ctf_dopamine,2023-02-01,7.017543859649122
466,ctf_dusk,2023-02-01,1.7543859649122806
467,ctf_guardian,2023-02-01,5.2631578947368425
468,ctf_Spark,2023-02-02,3.389830508474576
469,ctf_ash,2023-02-02,3.389830508474576
470,ctf_atlantis,2023-02-02,3.389830508474576
471,ctf_basalt,2023-02-02,5.084745762711864
472,ctf_campsite,2023-02-02,0.0
473,ctf_cobra,2023-02-02,13.559322033898304
474,ctf_crossfire,2023-02-02,0.0
475,ctf_division,2023-02-02,3.389830508474576
476,ctf_dogbite,2023-02-02,10.169491525423728
477,ctf_dopamine,2023-02-02,1.694915254237288
478,ctf_dusk,2023-02-02,1.694915254237288
479,ctf_guardian,2023-02-02,10.169491525423728
